num_contrato,Id,Numero,Tipo,Nombre,PorcentajeEstimado,Editable,,,,,
SIDUR-PF-16-492.583,4581,11,1,VEHICULO TIPO PICK UP,NULL,0,,,,,
SIDUR-PF-16-492.583,4582,11,2,VEHICULO TIPO PICK UP,8,0,,,,,
SIDUR-PF-16-492.583,4583,12,1,INGENIERO CIVIL Y/O TOPOGRAFO,NULL,0,,,,,
SIDUR-PF-16-492.583,4584,12,2,INGENIERO CIVIL Y/O TOPOGRAFO,8,0,,,,,
SIDUR-PF-16-492.583,4585,13,1,EQUIPO TOPOGRAFIA,NULL,0,,,,,
SIDUR-PF-16-492.583,4586,13,2,EQUIPO TOPOGRAFIA,8,0,,,,,
SIDUR-PF-16-491.584,4587,1,1,Realizar las actividades necesarias para la obtención de la licencia de Construcción ante las Dependencias correspondientes,NULL,0,,,,,
SIDUR-PF-16-491.584,4588,1,2,Realizar las actividades necesarias para la obtención de la licencia de Construcción ante las Dependencias correspondientes,19,0,,,,,
SIDUR-PF-16-491.584,4589,2,1,"Verificación de Proyecto Ejecutivo, así como establecer medidas de control en la Ejecución del mismo, de forma que se apegue a Reglamento de Construcción del Municipio de Hermosillo e Instancias Estatales que correspondan. registro en bitácora de activid",NULL,0,,,,,
SIDUR-PF-16-491.584,4590,2,2,"Verificación de Proyecto Ejecutivo, así como establecer medidas de control en la Ejecución del mismo, de forma que se apegue a Reglamento de Construcción del Municipio de Hermosillo e Instancias Estatales que correspondan. registro en bitácora de activid",37,0,,,,,
SIDUR-PF-16-491.584,4591,3,1,Presentación de Informes escritos y Reporte Fotográfico Mensual.,NULL,0,,,,,
SIDUR-PF-16-491.584,4592,3,2,Presentación de Informes escritos y Reporte Fotográfico Mensual.,5,0,,,,,
SIDUR-PF-16-491.584,4593,4,1,"Trámites necesarios para la validación de sistema de seguridad, sistemas contra incendios, entre otros, por parte de Protección Civil.",NULL,0,,,,,
SIDUR-PF-16-491.584,4594,4,2,"Trámites necesarios para la validación de sistema de seguridad, sistemas contra incendios, entre otros, por parte de Protección Civil.",24,0,,,,,
SIDUR-PF-16-491.584,4595,5,1,"Firma de los planos as-built del Proyecto ejecutivo final aprobado, validar Finiquito de Obra.",NULL,0,,,,,
SIDUR-PF-16-491.584,4596,5,2,"Firma de los planos as-built del Proyecto ejecutivo final aprobado, validar Finiquito de Obra.",15,0,,,,,
SIDUR-ED-16-440.513,4597,1,1,"PUERTAS Y CANCELERIA, TOMA MUNICIPAL Y MEDIDOR, INSTALACIONES ELECTRICAS, SUMINISTRO DE EQUIPOS Y INSTALACION DE EQUIPOS  ",NULL,0,,,,,
SIDUR-ED-16-440.513,4598,1,2,"PUERTAS Y CANCELERIA, TOMA MUNICIPAL Y MEDIDOR, INSTALACIONES ELECTRICAS, SUMINISTRO DE EQUIPOS Y INSTALACION DE EQUIPOS ",2,0,,,,,
SIDUR-ED-16-440.513,4599,2,1,OBRA EXTERIOR,NULL,0,,,,,
SIDUR-ED-16-440.513,4600,2,2,OBRA EXTERIOR,1,0,,,,,
SIDUR-ED-16-440.513,4601,3,1,LANDSCAPE DE CONJUNTO,NULL,0,,,,,
SIDUR-ED-16-440.513,4602,3,2,LANDSCAPE DE CONJUNTO,2,0,,,,,
SIDUR-ED-16-440.513,4603,4,1,SISTEMA CONTRA INCENDIO,NULL,0,,,,,
SIDUR-ED-16-440.513,4604,4,2,SISTEMA CONTRA INCENDIO,3,0,,,,,
SIDUR-ED-16-440.513,4605,5,1,OBRAS VARIAS,NULL,0,,,,,
SIDUR-ED-16-440.513,4606,5,2,OBRAS VARIAS,36,0,,,,,
SIDUR-ED-16-440.513,4607,6,1,PRELIMINARES Y TERRACERIAS,NULL,0,,,,,
SIDUR-ED-16-440.513,4608,6,2,PRELIMINARES Y TERRACERIAS,20,0,,,,,
SIDUR-ED-16-440.513,4609,7,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-ED-16-440.513,4610,7,2,PAVIMENTOS,14,0,,,,,
SIDUR-ED-16-440.513,4611,8,1,GUARNICIONES Y DENTELLONES,NULL,0,,,,,
SIDUR-ED-16-440.513,4612,8,2,GUARNICIONES Y DENTELLONES,5,0,,,,,
SIDUR-ED-16-440.513,4619,9,1,INFRAESTRUCTURA GENERAL,NULL,0,,,,,
SIDUR-ED-16-440.513,4620,9,2,INFRAESTRUCTURA GENERAL,1,0,,,,,
SIDUR-ED-16-440.513,4621,10,1,RED DE AGUA POTABLE,NULL,0,,,,,
SIDUR-ED-16-440.513,4622,10,2,RED DE AGUA POTABLE,3,0,,,,,
SIDUR-ED-16-440.513,4623,11,1,"SEÑALAMIENTOS VERTICAL, SEÑALAMIENTOS HORIZONTALES Y SEÑALAMIENTO PREVENTIVO",NULL,0,,,,,
SIDUR-ED-16-440.513,4624,11,2,"SEÑALAMIENTOS VERTICAL, SEÑALAMIENTOS HORIZONTALES Y SEÑALAMIENTO PREVENTIVO",4,0,,,,,
SIDUR-ED-16-440.513,4625,12,1,BANQUETAS Y RAMPAS,NULL,0,,,,,
SIDUR-ED-16-440.513,4626,12,2,BANQUETAS Y RAMPAS,9,0,,,,,
SIDUR-ED-16-214.237,4651,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-214.237,4652,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED16-117.85,4653,7,1,PROYECTO EJECUTIVO,NULL,1,,,,,
SIDUR-ED16-117.85,4654,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED16-117.85,4655,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-417.442,4656,1,1,EQUIPAMIENTO,NULL,0,,,,,
SIDUR-ED-16-417.442,4657,1,2,EQUIPAMIENTO,4,0,,,,,
SIDUR-ED-16-417.442,4658,2,1,ILUMINACION CAMPO BEISBOL,NULL,0,,,,,
SIDUR-ED-16-417.442,4659,2,2,ILUMINACION CAMPO BEISBOL,96,0,,,,,
SIDUR-ED-16-423.475,4660,1,1,ESTRUCTURA Y ACABADOS,NULL,0,,,,,
SIDUR-ED-16-423.475,4661,1,2,ESTRUCTURA Y ACABADOS,6,0,,,,,
SIDUR-ED-16-423.475,4662,2,1,MUEBLES SANITARIOS,NULL,0,,,,,
SIDUR-ED-16-423.475,4663,2,2,MUEBLES SANITARIOS,3,0,,,,,
SIDUR-ED-16-423.475,4664,3,1,PUERTAS Y CANCELERIA,NULL,0,,,,,
SIDUR-ED-16-423.475,4665,3,2,PUERTAS Y CANCELERIA,2,0,,,,,
SIDUR-ED-16-423.475,4666,4,1,"TOMA MUNICIPAL Y MEDIDOR, INSTALACION DE EQUIPOS, SISTEMA CONTRA INCENDIO",NULL,0,,,,,
SIDUR-ED-16-423.475,4667,4,2," TOMA MUNICIPAL Y MEDIDOR, INSTALACION DE EQUIPOS, SISTEMA CONTRA INCENDIO ",9,0,,,,,
SIDUR-ED-16-423.475,4668,5,1,LIMPIEZA GENERAL DE OBRA,NULL,0,,,,,
SIDUR-ED-16-423.475,4669,5,2,LIMPIEZA GENERAL DE OBRA,3,0,,,,,
SIDUR-ED-16-423.475,4670,6,1,OBRAS VARIAS,NULL,0,,,,,
SIDUR-ED-16-423.475,4671,6,2,OBRAS VARIAS,16,0,,,,,
SIDUR-ED-16-423.475,4672,7,1,PRELIMINARES Y TERRACERIAS,NULL,0,,,,,
SIDUR-ED-16-423.475,4673,7,2,PRELIMINARES Y TERRACERIAS,21,0,,,,,
SIDUR-ED-16-423.475,4674,8,1,PAVIMENTOS,NULL,0,,,,,
SIDUR-ED-16-423.475,4675,8,2,PAVIMENTOS,13,0,,,,,
SIDUR-ED-16-423.475,4676,9,1,GUARNICIONES Y DENTELLONES,NULL,0,,,,,
SIDUR-ED-16-423.475,4677,9,2,"GUARNICIONES, DENTELLONES Y ACARREOS",5,0,,,,,
SIDUR-ED-16-423.475,4686,10,1,INFRAESTRUCTURA GENERAL,NULL,0,,,,,
SIDUR-ED-16-423.475,4687,10,2,INFRAESTRUCTURA GENERAL,1,0,,,,,
SIDUR-ED-16-423.475,4688,11,1,RED DE AGUA POTABLE,NULL,0,,,,,
SIDUR-ED-16-423.475,4689,11,2,RED DE AGUA POTABLE,3,0,,,,,
SIDUR-ED-16-423.475,4690,12,1,"SEÑALAMIENTOS VERTICAL, HORIZONTALES Y PREVENTIVO",NULL,0,,,,,
SIDUR-ED-16-423.475,4691,12,2,"SEÑALAMIENTOS VERTICAL, HORIZONTALES Y PREVENTIVO",1,0,,,,,
SIDUR-ED-16-423.475,4692,13,1,BANQUETAS Y RAMPAS,NULL,0,,,,,
SIDUR-ED-16-423.475,4693,13,2, BANQUETAS Y RAMPAS ,7,0,,,,,
SIDUR-ED-16-423.475,4694,14,1,VARIOS,NULL,0,,,,,
SIDUR-ED-16-423.475,4695,14,2,VARIOS,10,0,,,,,
SIDUR-ED-16-490.605,4696,1,1,Realizar las actividades necesarias para la obtención de la licencia de Construcción ante las Dependencias correspondientes,NULL,0,,,,,
SIDUR-ED-16-490.605,4697,1,2,Realizar las actividades necesarias para la obtención de la licencia de Construcción ante las Dependencias correspondientes,19,0,,,,,
SIDUR-ED-16-490.605,4698,2,1,Verificación de Proyecto Ejecutivo,NULL,0,,,,,
SIDUR-ED-16-490.605,4699,2,2,Verificación de Proyecto Ejecutivo,37,0,,,,,
SIDUR-ED-16-490.605,4700,3,1,Presentación de Informes escritos y Reporte Fotográfico Mensua,NULL,0,,,,,
SIDUR-ED-16-490.605,4701,3,2,Presentación de Informes escritos y Reporte Fotográfico Mensua,5,0,,,,,
SIDUR-ED-16-490.605,4702,4,1,"Trámites necesarios para la validación de sistema de seguridad, sistemas contra incendios, entre otros, por parte de Protección Civil.",NULL,0,,,,,
SIDUR-ED-16-490.605,4703,4,2,"Trámites necesarios para la validación de sistema de seguridad, sistemas contra incendios, entre otros, por parte de Protección Civil.",24,0,,,,,
SIDUR-ED-16-490.605,4704,5,1,"Firma de los planos as-built del Proyecto ejecutivo final aprobado, validar Finiquito de Obra.",NULL,0,,,,,
SIDUR-ED-16-490.605,4705,5,2,"Firma de los planos as-built del Proyecto ejecutivo final aprobado, validar Finiquito de Obra.",15,0,,,,,
SIDUR-ED-16-442.505,4706,1,1,mano de obra,NULL,0,,,,,
SIDUR-ED-16-442.505,4708,3,1,materiale,NULL,0,,,,,
SIDUR-ED-16-442.505,4710,5,1,fuera de presupuesto,NULL,0,,,,,
SIDUR-ED-16-442.505,4713,1,2,mano de obra,69,0,,,,,
SIDUR-ED-16-442.505,4714,3,2,materiales,25,0,,,,,
SIDUR-ED-16-442.505,4715,5,2,fuera de presupuesto,6,0,,,,,
SIDUR-PF-16-404.496,4716,1,2,Limpieza y Calafateo,3,0,,,,,
SIDUR-PF-16-404.496,4717,1,2,Bacheo y Fresado,28,0,,,,,
SIDUR-PF-16-404.496,4718,1,2,Renivelacion,12,0,,,,,
SIDUR-PF-16-404.496,4719,2,1,Pavimentacion,NULL,0,,,,,
SIDUR-PF-16-404.496,4720,2,2,Carpeta,50,0,,,,,
SIDUR-PF-16-404.496,4721,3,1,Señalización,NULL,0,,,,,
SIDUR-PF-16-404.496,4722,3,2,Pintura,5,0,,,,,
SIDUR-PF-16-404.496,4723,3,2,Renta de Señalamientos,2,0,,,,,
SIDUR-ED-16-500.563,4724,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-500.563,4725,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-349.430,4726,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-349.430,4727,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-410.564,4728,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-410.564,4729,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-411.565,4730,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-411.565,4731,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-412.566,4732,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-412.566,4733,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-413.567,4734,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-413.567,4735,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-425.568,4736,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-425.568,4737,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-426.506,4738,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-426.506,4739,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-427.569,4740,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-427.569,4741,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-428.570,4742,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-428.570,4743,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-429.571,4745,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-429.571,4746,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-430.572,4747,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-430.572,4748,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-431.573,4749,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-431.573,4750,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-432.575,4752,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-432.575,4753,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-433.576,4754,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-433.576,4755,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-434.577,4756,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-434.577,4757,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-443.588,4758,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-443.588,4759,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-444.587,4760,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-444.587,4761,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-445.586,4762,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-445.586,4763,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-448.578,4764,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-448.578,4765,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-452.535,4766,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-452.535,4767,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-453.546,4768,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-453.546,4769,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-454.516,4770,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-454.516,4771,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-455.517,4773,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-455.517,4774,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-456.518,4775,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-456.518,4776,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-457.519,4777,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-457.519,4778,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-459.521,4779,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-459.521,4781,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-461.523,4782,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-461.523,4783,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-462.524,4784,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-462.524,4785,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-463.525,4786,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-463.525,4787,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-464.526,4788,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-464.526,4789,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-465.527,4790,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-465.527,4791,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-466.528,4792,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-466.528,4793,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-467.529,4794,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-467.529,4795,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-468.530,4796,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-468.530,4797,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-469.533,4798,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-469.533,4799,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-470.534,4800,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-470.534,4801,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-471.536,4802,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-471.536,4803,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-435.580,4804,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-435.580,4805,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-436.581,4806,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-436.581,4807,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-437.582,4808,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-437.582,4809,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-438.515,4810,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-438.515,4811,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-472.537,4812,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-472.537,4813,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-473.538,4814,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-473.538,4815,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-474.539,4816,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-474.539,4817,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-475.540,4818,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-475.540,4819,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-476.541,4820,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-476.541,4821,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-477.542,4822,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-477.542,4823,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-478.544,4824,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-478.544,4825,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-479.545,4826,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-479.545,4827,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-480.547,4828,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-480.547,4829,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-481.548,4830,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-481.548,4831,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-482.549,4832,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-482.549,4833,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-483.550,4834,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-483.550,4835,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-484.551,4836,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-484.551,4837,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-485.552,4838,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-485.552,4839,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-486.553,4840,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-486.553,4841,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-487.554,4842,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-487.554,4843,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-488.555,4844,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-488.555,4845,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-496.589,4846,1,1,PROYECTO EJECUTIVO,NULL,0,,,,,
SIDUR-ED-16-496.589,4847,1,2,ELABORACIÓN DE PROYECTO EJECUTIVO INTEGRAL,100,0,,,,,
SIDUR-ED-16-501.502,4848,1,1,CADENAMIENTO 0 000 AL 6 000,NULL,0,,,,,
SIDUR-ED-16-501.502,4849,1,2,"TRAZO Y NIVELACION, VERIFICACION DE BANCOS DE NIVELES",2,0,,,,,
SIDUR-ED-16-501.502,4850,1,2,FRESADO  DE CARPETA EXISTENTE CON 30 % DE GRAVAS,23,0,,,,,
SIDUR-ED-16-501.502,4851,1,2,CONSTRUCCION DE CAPA SUBRASANTE  CON MATERIAL DE CORTE 3 % DE CAL,18,0,,,,,
SIDUR-ED-16-501.502,4852,1,2,TRATAMIENTO TERRENO NATURAL EN LA ZONA DE DESPLANTE DE TERRAPLENES,4,0,,,,,
SIDUR-ED-16-501.502,4853,1,2,RIEGO DE IMPREGNACION 1.5 L/M2,3,0,,,,,
SIDUR-ED-16-501.502,4854,1,2,RIEGO DE LIGA PARA CARPETA 0.6 LT/M2,1,0,,,,,
SIDUR-ED-16-501.502,4855,1,2,BARRIDO DE LABASE HIDRAULICA,1,0,,,,,
SIDUR-ED-16-501.502,4856,1,2,SUMINISTRO DE CARPETA ASFALTICA DE 4 CM 125 KG/M3,35,0,,,,,
SIDUR-ED-16-501.502,4857,2,1,CADENAMIENTO DEL 6 000 AL 7 300,NULL,0,,,,,
SIDUR-ED-16-501.502,4858,2,2,CALAFATEO,1,0,,,,,
SIDUR-ED-16-501.502,4859,2,2,RENIVELACION DE 1 CM 125 KG /M3,1,0,,,,,
SIDUR-ED-16-501.502,4860,2,2,RIEGO DE LIGA ,1,0,,,,,
SIDUR-ED-16-501.502,4861,2,2,BARRIDO DE LA BASE HCA,1,0,,,,,
SIDUR-ED-16-501.502,4862,2,2,SUMINISTRO DE CARPETA ASFALTICA DE 4 CM 125 KG /M3,7,0,,,,,
SIDUR-ED-16-501.502,4863,3,1,SEÑALIZACION,NULL,0,,,,,
SIDUR-ED-16-501.502,4864,3,2,SEÑALAMIENTO HORIZONTALES Y VERTICALES,1,0,,,,,
SIDUR-ED-16-501.502,4865,4,1,VADO 6.00 X 6.00 X 0 25,NULL,0,,,,,
SIDUR-ED-16-501.502,4866,4,2,"ACEROS , CONCRETOS CIMBRAS",1,0,,,,,
SIDUR-ED-17-003.595,4869,1,1,PRELIMINARES Y DEMOLICIONES,NULL,0,,,,,
SIDUR-ED-17-003.595,4870,2,1,TERRACERIAS ,NULL,0,,,,,
SIDUR-ED-17-003.595,4871,3,1,ÁREAS VERDES,NULL,0,,,,,
SIDUR-ED-17-003.595,4872,4,1,BANQUETAS Y FIRME DE CONCRETO,NULL,0,,,,,
SIDUR-ED-17-003.595,4873,5,1,CASETAS DE COBRO,NULL,0,,,,,
SIDUR-ED-17-003.595,4874,6,1,ESTRUCTURA Y CUBIERTA EN ÁREA DE CASETA ,NULL,0,,,,,
SIDUR-ED-17-003.595,4875,7,1,FALDONES Y FORRADO DE COLUMNA,NULL,0,,,,,
SIDUR-ED-17-003.595,4876,8,1,EQUIPOS,NULL,0,,,,,
SIDUR-ED-17-003.595,4877,9,1,SEÑALIZACION Y PINTURA,NULL,0,,,,,
