num_contrato,NumeroAvance,FechaAvance,SituacionContrato,ComentarioAvance,ComentarioGral,FechaTerminacionEstimada,SituacionContratistaPersonal,SituacionContratistaMateriales,SituacionContratistaMaquinara,SituacionContratistaEqIntPermanente,SituacionContratistaCalidad,SituacionSCAMProyecto,SituacionSCAMEstimaciones,SituaiconSCAMPreciosUnitarios,SituacionSCAMConveniosTramites,SituacionSCAMOtros,FotoPrincipal,Id_import,AvFis,AvFin,AvProg,avance,,,
SIDUR-PF-15-075.13,12,20160605,1,SE TENDRA QUE REPROGRAMAR LA OBRA YA QUE LA FECHA DE TERMINACION PROGRAMADA ES EL 13 DE JUNIO 2016,"SE TIENE UN AVANCE DE 95% EN MUROS DE BLOCK Y DE TABLAROCA 70% EN APLANADOS 60% INSTALACIONES UN 50% ELECTRICAS ,CANALIZACIONES Y ESPECIALES.",,3,3,3,1,1,1,1,1,1,1,NULL,484,62.05,NULL,NULL,0,,,
SIDUR-PF-15-085.16,12,20160605,1,LA OBRA SE TENDRA QUE REPROGRAMAR YA QUE NO TERMINARA EN TIEMPO PROGRAMADO ES 13 DE JUNIO 2016.,SE INICIARON LAS DEMOLICIONES EN MUROS  PARA ACCESAR AL EDIFICIO EXISTENTE EN PROCURADORIA,,3,3,3,3,1,1,1,1,1,1,NULL,485,54.19,NULL,NULL,0,,,
SIDUR-ED-16-012.54,3,20160605,1,SE TIENE UN AVANCE EN TRATAMIENTO DE TERRENO NATURAL DE KM 13 000 AL 13 350 DE LA VIALIDAD.,SE REALIZAN TRABAJOS DE TRATAMIENTO DE TERRENO NATURAL EN 20 CMS EN DONDE SE DONDE SE HACEN MUESTREOS DE COMPACTACION PARA SU CONTINUACION EN KM 12 420 AL 13 000 DE LA VIALIDAD.,,1,1,1,1,1,3,1,1,1,1,NULL,486,1.36,NULL,NULL,0,,,
SIDUR-ED-16-003.46,6,20160605,1,SE REALIZAN PRUEBAS DE LABORATORIO ENCONTRANDOSE RESULTADOS DENTRO DE LA NORMA.,"SE CONTINUA A RITMO CONSTANTE LOS TRABAJOS DE RECUPERADO DE CARPETA EXISTENTE, AFINE DE BASE HIDRAULICA Y TIRO DE CARPETA ASFALTICA.",,1,1,1,1,1,1,1,1,1,1,NULL,487,28.05,NULL,NULL,0,,,
SIDUR-ED-16-007.56,5,20160604,4,Los actividades en los diferentes frentes de trabajo no se han desarrollado con la fluidez necesaria para generar el avance programado.,"La contratista realiza actividades de bacheo, desmonte y conformacion de terracerias en los tramos de recuperacion, esta semana inicio con la reparacion de los hombros y se tendio carpeta asfaltica en tramos recuperados.",,2,3,2,2,2,2,0,0,0,0,NULL,488,8.51,NULL,NULL,0,,,
SIDUR-ED-16-005.51,6,20160613,1,"LA OBRA SE ENCUENTRA TERMINADA 4 KM. DE VIALIDAD POR 7 MTS. DE ANCHO, SE COLOCÓ SEÑALAMIENTO EN PINTURA DE RAYAS CONTINUA Y DISCONTINUA AMARILLA Y BLANCA, ADEMAS DE SEÑALAMIENTO VERTICAL.","OBRA TERMINADA FÍSICAMENTE, EN REVISIÓN PARA CIERRE DOCUMENTAL",,1,1,1,1,1,4,0,2,0,0,NULL,489,100,NULL,NULL,0,,,
SIDUR-PF-15-064.31,11,20160613,1, ESTA SEMANA NO SE REALIZARON ACTIVIDADES EN ESTE TRAMO. QUEDANDO PENDIENTE SOLO LA COLOCACIÓN DE PINTURA Y ESTA SE PROGRAMA PARA LA SEMANA ENTRANTE QUEDANDO DE CONFIRMAR EL DÍA.,SOLO FALTA SEÑALAMIENTO,,1,1,1,1,1,4,0,0,0,0,NULL,491,99,NULL,NULL,0,,,
SIDUR-PF-15-065.34,11,20160613,1,1.-SOLO FALTA LA COLOCACIÓN DE CARPETA ASFÁLTICA DE 1800 ML POR 7 MTS DE ANCHO A ESTA ÁREA YA SE COLOCÓ EL ADITIVO SELLADOR2.-ESTA SEMANA NO SE REALIZAN ACTIVIDADES POR PARTE DE LA EMPRESA.,NOTA: ME COMENTA LA EMPRESA QUE TERMINARA DE COLOCAR LA CARPETA HASTA QUE SALGA PAGO DE ESTIMACIÓN  No.1,,1,1,1,1,1,4,0,0,0,0,NULL,492,86.84,NULL,NULL,0,,,
SIDUR-PF-15-063.35,9,20160606,1,1.-SE REALIZA LA OPERACIÓN DE MEJORAMIENTO Y MEZCLADO DE MATERIAL BASE QUE SE ENCONTRABA ACAMELLONADO EN EL KM. 6 400 AL 6 680. Y SE RECIBE GRAVA TRITURADA PARA LA INCORPORACIÓN Y MEJORAMIENTO DE MATERIAL BASE DEL KM. 6 680 AL 6 942 Y SE REALIZA TAMBIÉN LA ACTIVIDAD DE  TRATAMIENTO Y MEJORAMIENTO DE SUBRASANTE MEDIANTE A INCORPORACIÓN DE OXIDO DE CALCIO EN EL TRAMO DEL KM. 7 292 AL 7 500. A LA VEZ SE TRABAJA EN EL RECUPERADO DE MATERIAL BASE EN EL TRAMO DEL KM. 7 500 AL 7 860.2.SE TRABAJA EN EL TENDIDO Y ARMADO DE SUBRASANTE DEL KM. 7 292 AL 7 500.2.- SE TRABAJA EN EL RECUPERADO DE MATERIAL BASE EN LOS TRAMOS DEL KM. 8 300 AL 8 500,,,1,1,1,1,1,4,0,0,0,0,NULL,493,29.02,NULL,NULL,0,,,
SIDUR-ED-16-015.59,3,20160604,3,"Las actividades continuan desarrollandose de manera lenta, no se genera el avance necesario para cumplir con el programa de obra. ",La contratista continua con los trabajos de terrcerias y las obras de drenaje.,,3,2,3,1,2,2,0,0,0,0,NULL,494,5.28,NULL,NULL,0,,,
SIDUR-PF-15-081.32,15,20160606,2,,,,2,2,2,2,2,2,2,2,2,2,NULL,499,78.72,NULL,NULL,0,,,
SIDUR-PF-15-094.43,13,20160606,1,,,,2,2,2,2,2,2,2,2,2,2,NULL,500,4.72,NULL,NULL,0,,,
SIDUR-PF-15-074.25,12,20160606,3,,Continúa sin recibirse en la Dirección General de Ejecución de Obras el convenio C2 por diferimiento en el plazo de ejecución de los trabajos.,,1,1,1,3,1,1,5,0,0,0,NULL,502,43.33,NULL,NULL,0,,,
SIDUR-PF-15-092.38,15,20160606,1,"SEGÚN EL PROGRAMA DE OBRA VIGENTE, LA OBRA DEBIÓ TERMINARSE EL DÍA 26 DE MAYO DE 2016 Y ACTUALMENTE PRESENTA UN AVANCE FÍSICO DEL 74.00%. CABE ACLARAR QUE LA CONTRATISTA PRESENTÓ CON FECHA 23 DE MAYO DE 2016 ANTE ESTA DEPENDENCIA(SIDUR), UNA SOLICITUD DE PRÓRROGA DE 30 DÍAS PARA SU ANÁLISIS Y/O APROBACIÓN, ARGUMENTANDO QUE TUVO QUE REALIZAR TRABAJOS EXTRAORDINARIOS QUE NO ESTABAN CONTEMPLADOS EN EL PROYECTO. LA NUEVA FECHA DE TERMINACIÓN QUE SE ESTABLECE EN LA SOLICITUD ES EL DÍA 25 DE JUNIO DE 2016.",,,1,1,1,1,1,2,2,1,1,0,NULL,503,73.75,NULL,NULL,0,,,
SIDUR-ED-16-017.62,1,20160606,1,"Se presenta atrasadas las actividades de la empresa, indicándosele al superintendente, que deberá incrementar su fuerza de trabajo, abriendo nuevos frentes.",,,3,2,3,3,2,3,0,0,0,0,NULL,504,0.03,NULL,NULL,0,,,
SIDUR-PF-15-078.24,10,20160606,1,,Esta obra ya está completamente efectuada ya se encuentra solamente en proceso de estimaciones ya se ingresaron las primeras dos y están en proceso de checado por los supervisores pasados que estaban asignados en esos momentos a esas obras. ,,1,1,1,1,1,1,1,0,0,0,NULL,505,89,NULL,NULL,0,,,
SIDUR-PF-15-086.30,12,20160606,1,,"Avances en obra que se tuvieron esta semana se finalizó con la colocación de contravientos a lo largo de la bodega, continúo la colocación  de preparaciones para las instalaciones eléctricas al igual que la de voz y datos y se continuó con la preparación de la cisterna y de la subestación.",,1,1,1,1,1,1,0,0,0,0,NULL,506,53.08,NULL,NULL,0,,,
SIDUR-ED-16-023.83,2,20160606,1,SE ESTA TRABAJANDO EN LA LIMPIEZA Y DESMONTE DEL 0 00 0 AL 13 000 Y SE APLICO UN RIEGO DE TAPONAMIENTO  EN 3KM DE PRUEVA ,"SE ESTA TRABAJANDO EN LA PRODUCCION DE MATERIAL PARA CARPETA  GRABA DE1/2 1400 M3 ARENA 1400 M3 , ",,1,1,1,1,1,1,0,0,0,0,NULL,507,0,NULL,NULL,0,,,
SIDUR-ED-16-014.58,3,20160606,1,"RENIBELACIONES DEL KM 165 600 AL 168 047 DERECHO  Y DEL 165 600 AL 170 050 IZQUIERDO TOTAL EN M3 454.00 M3 CON UNA SUPERFICIE DE  22700 M2 SE ESTAN LIMPIANDO CUNETAS   CON 1130.00 M3 DE ASOLVE ,Y  SE ESTA TRABAJANDO EN EL KM 195 EN ADELANTE.  Y SE TIENE UN AVANCE DEL KM 165 600 AL 185 000 DE  CON UNA SUPERFICIE DE 124000 M2 DE  RIEGO SELLADOR  Y SE ESTA SELLANDO DEL 185 EN ADELANTE",,,1,1,1,1,1,1,0,0,0,0,NULL,509,8.03,NULL,NULL,0,,,
SIDUR-PF-15-090.49,11,20160606,2,"ha la fecha se  ha colocado ductería , equipos de aire acondicionado , tubería de 3 y 2 1/2"" de diámetro pendiente la prueba de equipos como chiller y manejadoras las , pendiente la elaboración de contrato ante CFE para  energizar pabellones la cual no esta considerada en este contrato en esta semana se tiene  considerado la conclusión de trabajos correspondientes considerados dentro de los alcances de este contrato",en obra se tiene pendiente la colocación de manómetros y termómetros ya que los instalados no corresponden a lo considerado en contrato pendiente la conexión hidráulica de tanque de expansión para el sistema hidronico no se ha presentado estimación y ha la fecha ya se han revisado los generadores y se han entregado ajustes para que se presenten estimación de obra,,2,2,2,2,2,3,3,2,2,0,NULL,510,88,NULL,NULL,0,,,
SIDUR-ED-16-039.81,1,20160606,1,SE DESMONTARON  5KM DEL 0 000 AL 5 000 CON UNA SUPERFICIE DE 30000 M2 Y SE ESTAN ASIENDO LOS LEBANTAMIENTOS TOPOGRAFICOS PARA EL CALCULO DE  LAS RAZANTES DE BASE  Y SUBBASE SUB BASE,SE TERMINO EL DESMONTE DE 1.7 HECTAREAS  SEGUN CATALOGO PERO SE LIMPIARON Y DESMONTE  3HECTAREAS  ,,1,0,1,1,0,1,0,0,0,0,NULL,511,0.09,NULL,NULL,0,,,
SIDUR-PF-15-077.15,14,20160606,3,"se realizan trabajo de colocación de tubería para instalaciones de tubería hidráulica, instalaciones de tubería para alimentadores eléctricos, aplanados en muros, construcción de muros en área de imputados, construcción de área de cuarto de maquinas acabados en muros","la obra presenta retraso se  han generado adecuaciones a obra debido a proyección en ampliación de áreas y se han presentado algunas indefiniciones de proyecto además la obra requerirá de línea de baja tensión para alimentación de punto de conexión ,en proceso convenio por tiempo y monto debido  conceptos fuera de presupuesto a ejecutar",,2,1,2,2,2,2,3,1,1,0,NULL,512,70.05,NULL,NULL,0,,,
SIDUR-PF-15-084.12,17,20160606,3,"construcción de cisterna, construcción de cuarto de maquinas, colocación de firmes de concreto. construcción de muros de block perimetrales, colado de barbas de columnas con concreto pobre, construcción de diamantes de azotea y chaflán para escurrimientos de aguas pluviales","obra con poco avance, tramite de convenio  en proceso para terminar con obra debido  a que no se contemplaron conceptos  para terminar con la misma  y  cantidades excedentes en volumetría",,3,2,2,3,1,2,2,2,1,0,NULL,513,38.72,NULL,NULL,0,,,
SIDUR-ED-16-024.76,2,20160607,2,Se require incrementar la fuerza de trabajo,"En el concepto P01)Desmonte y Desasolve se presento obra excedente, en catalago contratado se tiene la cantidad de 7.32 has, que representa el porcentaje total de( 0.12%)  y debido a que se ha realizado obra excedente en este concepto de 8.88 has es decir:(8.88-7.32)=1.56 has de obra excedida, que refleja un porcentaje total acum. de (0. 14 % )con el total de la obra excedente.",,3,2,2,0,0,4,0,0,0,0,NULL,514,0.12,NULL,NULL,0,,,
SIDUR-PF-15-089.44,12,20160607,2,SE OBSERVA MUY POCO AVANCE YA QUE SIOLO SE LABORA EN LOS RELLENOS COMPACTADOAS EN ZAPATAS Y DADOS PARA POSTES DE ALUMBRADO,"SE CONTINUA CON LOS TRABAJOS DE FORMACION DE BASE EN CAMPO, YA QUE ESTA NO CONTABA CON EL ESPESOR REQUERIDO, ASI COMO  RELLENOS EN ZAPATAS DE POSTES DE ALUMBRADO",,3,3,3,4,2,3,4,3,3,0,NULL,515,29.28,NULL,NULL,0,,,
SIDUR-PF-15-080.22,13,20160607,1,"SE OBSERVA UN BUEN AVANCE,   YA QUE SE LABORA EN VARIOS FRENTES Y CON PERSONAL SUFICIENTE","SE  LABORA EN LOS FRENTES DE ALBAÑILERIA Y ACABADOS, AIRE ACONDICIONADO,  INSTALACIONS ELECTRICAS,, MUEBLES DE BAÑO Y OBRA EXTERIOR, OBRA FUERA DE PROGRAMA",,2,2,2,2,2,2,3,2,2,0,NULL,516,86.36,NULL,NULL,0,,,
SIDUR-PF-15-073.19,14,20160607,1,NO SE PRESENTA AVANCE YA QUE NO SE LABORA EN NINGUNO DE LOS CONCEPTOS FALTANTES,"OBRA FIERA DE PROGRAMA, FALTA POR INSTALAR LAMPARAS DE MERGENCIA,  SISTEMA DE  DETECCION,  SISTEMA DE BRIGADAS Y SISTEMA DE SEÑALIZACION",,3,3,3,2,2,2,2,3,3,0,NULL,517,97.85,NULL,NULL,0,,,
SIDUR-ED-16-038.80,1,20160607,1,ae esSE ESTA DESMONTANDO DEL KM 0 000 AL KM 10 000 Y SE ESTA LIMPIANDO  DEL KM 0 000 EN ADELANTE  CO N UNA SUPERFICIE DE 2.5 HECAREAS,"se esta trabajando en limpieza y desmonte , también se están limpiando cunetas este concepto no viene en el presupuesto",,1,0,1,1,0,1,0,0,0,0,NULL,519,0.05,NULL,NULL,0,,,
SIDUR-PF-15-095.40,6,20160607,1,,"LA OBRA SE ENCUENTRA EN SUSPENCION TEMPORAL DE ACTIVIDADES, A PARTIR DEL 27 MAYO 2016, POR TAL MOTIVO, NO HAY TRABAJOS EJECUTADOS POR REPORTAR. ES IMPORTANTE MENCIONAR QUE LOS TRABAJOS POR EJECUTAR SON LOS RELACIONADOS CON EL PASTO SINTETICO (TERRACERIAS, SUMINISTRO Y COLOCACION)",,0,0,0,0,0,0,0,0,0,0,NULL,520,47,NULL,NULL,0,,,
SIDUR-PF-15-082.26,13,20160608,4,,,,1,1,1,1,2,3,1,1,3,2,NULL,521,74.34,NULL,NULL,0,,,
SIDUR-PF-15-072.27,13,20160608,4,,,,1,1,1,1,2,3,1,1,3,2,NULL,522,75.33,NULL,NULL,0,,,
SIDUR-ED-16-018.61,1,20160608,1,,,,1,1,1,1,2,1,1,1,1,2,NULL,523,21,NULL,NULL,0,,,
SIDUR-ED-16-008.55,1,20160608,4,,,,3,4,3,2,3,1,1,1,3,2,NULL,524,10.14,NULL,NULL,0,,,
SIDUR-ED-16-019.68,2,20160609,1,"se continua con los trabajos en obra, se tiene pendiente que la empresa presente su propuesta de reprogramación.","Se continua trabajando en el bacheo, se realizo el riego del sellador del suministrado sem materials mex , en una lon de 3.0 km como de prueba, quedando pendiente la aprobación por parte de los laboratorios de parte de la empresa y supervicion",,2,3,3,0,3,3,0,0,0,0,NULL,525,1.77,NULL,NULL,0,,,
SIDUR-PF-15-088.41,14,20160609,1,"EN LA OBRA SE REALIZARON LOS TRABAJOS EN CANCHAS DE BASQUETBOL SE CONTINUA LA LIMPIEZA EN JUNTAS, EN AREA LUDICA SE TRABAJA EN LA CIMENTACION DE LA PALAPA CON EL SUMINISTRO Y COLOCACION DE ACERO DE REFUERZO PARA ZAPATA AISLADA, ASI COMO SUMINISTRO Y COLOCACION DE CIMBRA Y CONCRETO.",,,1,1,1,1,1,1,1,1,1,0,NULL,526,79.57,NULL,NULL,0,,,
SIDUR-PF-15-079.23,15,20160609,1,SE CONTINUAN CON LOS TRABAJOS EN LA INSTALACION DE LAMPRAS DE PISO EXTERIORES  Y LIUMPIEZA GENERAL EXTERIOR Y INTERIOR Y SE PROSIGUE EN LA INSTALACION DE CANCELES EN EL INTERIOR DEL EDIFICIO.,LA CONTRATISTA QUE LLEVA BUEN RITMO DE TRABAJO,,1,1,1,1,1,1,4,1,1,0,NULL,527,92,NULL,NULL,0,,,
SIDUR-PF-15-083.28,14,20160612,1,"LOS TRABAJOS CONSIDERADOS EN EL CONTRATO SE ENCUENTRAN EJECUTADOS AL 100%, QUEDANDO PENDIENTE LOS TRABAJOS ADICIONALES QUE SOLICITO EL PERSONAL DE LA PROCURADURIA, COMO SON LA AMPLIACION DE LA ESCALERILLA DE 8"" AL SAIT EXISTENTE, Y LAS CONEXIONES DE LOS REGISTROS A LA ESCALERILLA.",,,1,1,1,1,1,1,3,2,2,0,NULL,528,100,NULL,NULL,0,,,
SIDUR-PF-15-076.14,14,20160612,1,"SE REALIZARON EL COLADO TOTAL DE LA LOSA DE AZOTEA, ",,,1,1,1,1,1,1,2,3,1,0,NULL,529,50.49,NULL,NULL,0,,,
SIDUR-PF-15-093.39,12,20160612,1,EL PASTO SISNTETICO SE ENCUENTRA EN EL SITIO DE LA OBRA ACTUALMETE SE TRABAJA LOS ARREGLOS DE LOS DETALLES PARA INICIAR CON LA COLOCACION DEL PASTO SINTETICO.,,,1,1,1,1,1,1,1,1,1,0,NULL,530,29.04,NULL,NULL,0,,,
SIDUR-ED-16-045.147,1,20160604,3,,,,2,2,2,2,2,2,0,0,0,0,NULL,531,0.12,NULL,NULL,0,,,
SIDUR-ED-16-045.147,2,20160611,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,532,0.17,NULL,NULL,0,,,
SIDUR-ED-16-044.146,1,20160528,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,533,0.36,NULL,NULL,0,,,
SIDUR-ED-16-044.146,2,20160604,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,534,0.73,NULL,NULL,0,,,
SIDUR-ED-16-044.146,3,20160611,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,535,1.57,NULL,NULL,0,,,
SIDUR-ED-16-043.145,1,20160528,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,537,0.14,NULL,NULL,0,,,
SIDUR-ED-16-043.145,2,20160604,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,538,0.59,NULL,NULL,0,,,
SIDUR-ED-16-037.79,1,20160528,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,540,1.22,NULL,NULL,0,,,
SIDUR-ED-16-037.79,2,20160604,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,541,2.19,NULL,NULL,0,,,
SIDUR-ED-16-037.79,3,20160611,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,542,2.91,NULL,NULL,0,,,
SIDUR-ED-16-011.53,1,20160423,2,,,,2,2,2,2,2,2,0,0,0,0,NULL,544,0.38,NULL,NULL,0,,,
SIDUR-ED-16-011.53,2,20160430,3,,,,2,2,2,2,2,3,0,0,0,0,NULL,545,0.89,NULL,NULL,0,,,
SIDUR-ED-16-011.53,3,20160507,3,,,,3,2,3,3,2,2,0,0,0,0,NULL,546,1.18,NULL,NULL,0,,,
SIDUR-ED-16-011.53,4,20160514,3,,,,3,2,3,3,2,3,0,0,0,0,NULL,547,1.83,NULL,NULL,0,,,
SIDUR-ED-16-011.53,5,20160521,3,,,,3,2,3,3,3,4,0,0,0,0,NULL,548,3.3,NULL,NULL,0,,,
SIDUR-PF-15-075.13,13,20160612,1,LA OBRA NO TERMINO EN TIEMPO ESTABLECIDO.,"LA OBRA NO CUMPLIO CON LO ESTABLACIDO EN PRORGAMA DE OBRA YA QUE SU FECHA DE TERMINACION ES EL 13 DE JUNIO DE 2016, ESTA EN PROCESO UNA REPROGRAMACION AL 30 DE JULIO DEL PRESENTE.",,3,3,3,3,1,3,1,1,1,1,NULL,552,64.01,NULL,NULL,0,,,
SIDUR-PF-15-085.16,13,20160612,3,LA OBRA NO TERMINA EN TIEMPO ESTABLECIDO ESTA EN PROCESO UNA REPROGRAMACION.,"LA OBRA NO CONCLUYO EN EL TIEMPO ESTABLECIDO EN CONTRATO EL 13 JUNIO 2016, ESTA EN PROCESO UNA REPROGRAMACION AL 30 DE JULIO DEL PRESENTE.",,3,3,3,3,1,1,1,1,1,1,NULL,553,55.15,NULL,NULL,0,,,
SIDUR-ED-16-012.54,4,20160612,1,EN ESTA SEMANA SE EMPIEZA CON LA FORMACION DE LA SUB RASANTE CON INCORPORACION DE OXIDO DE CAL.,SE REGISTRAN AVANCES PRINCIPALMENTE EN EL TRAMIENTO DEL TERRENO NATURAL EN 20 CMS DEL CAD KM  12 400 AL 15 700 ARROJANDO RESULTADOS POSITIVOS EN LAS PRUEBAS DE LABORATORIO.,,1,1,1,1,1,1,1,1,1,1,NULL,554,7,NULL,NULL,0,,,
SIDUR-ED-16-003.46,7,20160612,1,SE TIENE A LA FECHA EL 30%  DE CARPETA ASFALTICA COLOCADA. DEL CAD 10 500 AL 14 500 DE LA VIALIDAD.,SE CONTINUA  A BUEN RITMO SON LAS ACTIVIDADES DE RECUPERADO DE MATERIAL EXISTENTE. BASE HIDRAULICA  Y COLOCACION DE CARPETA ASFALTICA DE 4 CMS.,,1,1,1,1,1,1,1,1,1,1,NULL,555,32.15,NULL,NULL,0,,,
SIDUR-ED-16-007.56,6,20160611,4,Se abrieron frentes de trabajo y se han reflejado en el avance. ,"La contratista inicio con los trabajos de construccion de microcarpeta asfaltica, renivelaciones y recuperacion de hombros caidos del camino, pero dejo de hacer trabajos de recuperacion.",,2,1,1,2,1,2,0,0,0,0,NULL,556,10.54,NULL,NULL,0,,,
SIDUR-ED-16-002.45,5,20160610,1,SE CONTINUA CON LOS TRABAJOS DE RIEGO DE IMPREGNACION EN EL CADENAMIENTO 1 020 AL 2 920   Y PARA EL DIA MIERCOLES SE CONTINUARA CON EL TIRO DE CARPETA ASFALTICA EN ESTE TRAMO.,EL CONTRATISTA EL DIA MIERCOLES 15 DE JUNIO CONTINUARA CON EL TIRO DE CARPETA ASFALTICA.,,1,1,1,1,1,3,1,1,5,0,NULL,557,34.74,NULL,NULL,0,,,
SIDUR-ED-16-015.59,4,20160611,3,La contratista continua generando muy poco avance de obra.,La contratista abrio dos frentes de trabajo en terracerias.,,3,2,3,1,2,2,0,0,0,0,NULL,558,8.16,NULL,NULL,0,,,
SIDUR-ED-16-004.48,5,20160610,1,SE CONTINUA CON LOS TRABAJOS DE SUMINISTRO DE CARPETA PARA LA RENIVELACION Y EN EL TRAMO SE CONTINUA CON LOS TRABAJOS DE FORMACION DE LA CAPA DE LA BASE HIDRAULICA CON MEJORAMIENTO EN EL CADENAMIENTO 14 360 AL 14 760,EL CONTRATISTA TODAVIA CONTINUA ATRASADO EN LA OBRA ,,1,1,1,1,1,3,3,1,5,0,NULL,559,15.72,NULL,NULL,0,,,
SIDUR-PF-15-087.42,12,20160610,1,"ESPERANDO EL TURNO PARA QUE LE SUMINISTREN Y COLOCACION DEL PASTO DE FUTBOL DE LOS CAMPO 2 Y 3, ASI MISMO SE CONTINUAN CON LOS TRABAJOS DE CONSTRUCCION DE GRADA EN AMBOS CAMPOS DE FUTBOL.",EL CONTRATISTA ESTA ESPERANDO QUE LE SUMINISTREN EL PASTO SINTETICO PARA INICIAR CON COLOCACION. EN LAS DOS CANCHAS DE FUTBOL,,1,1,1,1,1,2,1,1,1,0,NULL,560,49.61,NULL,NULL,0,,,
SIDUR-ED-16-019.68,3,20160613,1,"se continua con los trabajos de limpieza y desasolve de cunetas ,se requiere reforzar los frentes de trabajo o iniciar las actividades de los conceptos que, si den representación, que nos añuden a levantar los porcentajes",se continua en los trabajos de desasolve y limpieza de cunetas,,3,3,3,3,0,3,0,0,0,0,NULL,562,1.79,NULL,NULL,0,,,
SIDUR-PF-15-074.25,13,20160613,3,La obra se encuentra prácticamente concluida. La parte pendiente de ejecutarse se compone en su totalidad de instalaciones que se pueden terminar en un plazo estimado de dos semanas.,Aún no se ha recibido en la Dirección General de Ejecución de Obras el convenio C1 por diferimiento en el plazo de ejecución de los trabajos. Está pendiente la elaboración de un nuevo convenio (C2) por diferimiento en el plazo de ejecución de los trabajos hasta el día 13 de Julio del presente año.                                      ,,1,1,1,0,1,1,5,0,3,0,NULL,566,65.27,NULL,NULL,0,,,
SIDUR-ED-16-024.76,3,20160613,1,"La empresa presenta un atraso en sus actividades iniciales, y se coordinó con la supervisión  solventando las dudas a la empresa. indicándosele a la empresa que realice las actividades de recuperación en los tramos ya definidos, reparación  de hombros, bacheo y aplicación del aditivo sellador",se ralizaron muestreo de los estratos de la superficie de rodamiento del km 75 140 al 75 140,,3,0,3,3,3,3,0,0,0,0,NULL,567,0.13,NULL,NULL,0,,,
SIDUR-PF-15-089.44,13,20160613,2,SE PRESENTA UN AVANCE SIGNIFICATIVO DEBIDO A QUE SE LLEVA A CABO  LA COLOCACION DE PASTO SINTETICO Y  SUMINISTRO DE POSTES DE ILUMINACION,SE CONCLUYE CON LOS TRABAJOS D EBASE Y  SE INICIA CON LA COLOCACION DEL PASTO SINTETICO,,2,3,2,3,2,3,4,2,2,0,NULL,568,54.85,NULL,NULL,0,,,
SIDUR-ED-16-017.62,2,20160613,1,,,,3,3,0,3,0,3,0,0,0,0,NULL,569,0.04,NULL,NULL,0,,,
SIDUR-PF-15-063.35,10,20160613,1,"1.-SE CONTINUA CON LA OPERACIÓN DE MEJORAMIENTO DE BASE RECUPERADA MEDIANTE LA INCORPORACIÓN DE ARENA EN EL TRAMO DEL KM. 8 300 AL 8 680. TAMBIÉN SE REALIZA EL AFINE DE LA BASE TENDIDA EN EL TRAMO DEL KM. 6 400 AL 6 680.2.-SE TRABAJA EN EL MEJORAMIENTO DE TERRENO NATURAL MEDIANTE LA ESCARIFICACIÓN DE 20 CMS Y AÑADIÉNDOLE EL 2% DE OXIDO DE CALCIO EN EL TRAMO DEL KM. 7 500 AL 7 860. Y SE REALIZA LA OPERACIÓN DE ESCARIFICADO DE 10 CM. EN BASE TENDIDAD CON ANTERIORIDAD, PARA REALIZAR SU HOMOGENIZACIÓN Y HUMECTACIÓN EN EL TRAMO DEL KM. 6 942 AL KM. 7 292. Y TAMBIÉN SE TRABAJO EN LA INCORPORACIÓN DE OXIDO DE CALCIO AL MATERIAL BASE RECUPERADO EN EL TRAMO DEL KM. 8 300 AL 8 620.3.- SE REALIZA LA OPERACIÓN DE AFINE DE MATERIAL BASE TENDIDO EN EL TRAMO DEL KM. 6 680 AL 6 942. ASI COMO TAMBIEN SE REALIZO LA IMPREGNACION DEL TRAMO DEL KM. 6 380 AL 6 640.4.-",,,1,1,1,1,1,4,0,0,0,0,NULL,570,30.04,NULL,NULL,0,,,
SIDUR-PF-15-080.22,14,20160613,1,SE TIENE BUEN AVANCE YA QUE SE LABORA EN VARIOS FRENTES,"OBRA  EN PROCSO, FUERA DE PROGRAMA, SE LABORA  PINTURA DE MUROS, INSTALACIONES ELECTRICAS, INSTALACION DE MUEBLES SANITARIOS , ASI COMO INSTALACION D EPUERTAS Y VENTANAS, SE  TIENE BUEN RITMO DE TRABAJO",,2,2,2,2,2,2,3,2,2,0,NULL,571,90,NULL,NULL,0,,,
SIDUR-PF-15-073.19,15,20160613,1,NO SE LABORA EN NINGUN CONCEPTO DE LOS FALTANTES POR EJECUTAR,"FALTA POR EJECUTAR LA INSTALACION DE LAMPARAS DE EMRGENCIA ASI COMO  SISTEMA DE DETECCION,  ISTEMA D EBRIGADAS Y  SISTEMA DE SEÑALIZACON",,4,4,4,2,2,2,3,2,2,0,NULL,572,97.85,NULL,NULL,0,,,
SIDUR-PF-15-092.38,16,20160613,1,,,,1,1,1,1,1,2,1,1,1,0,NULL,573,75,NULL,NULL,0,,,
